2020-04-23 00:00:00,2020-04-22 00:00:00,2020-04-21 00:00:00,2020-04-20 00:00:00,2020-04-19 00:00:00,2020-04-18 00:00:00,2020-04-17 00:00:00,2020-04-16 00:00:00,2020-04-15 00:00:00,2020-04-14 00:00:00,2020-04-13 00:00:00,2020-04-12 00:00:00,2020-04-11 00:00:00,2020-04-10 00:00:00,2020-04-09 00:00:00,2020-04-08 00:00:00,2020-04-07 00:00:00,2020-04-06 00:00:00,2020-04-05 00:00:00,2020-04-04 00:00:00,2020-04-03 00:00:00,2020-04-02 00:00:00,2020-04-01 00:00:00,2020-03-31 00:00:00,2020-03-30 00:00:00,2020-03-29 00:00:00,2020-03-28 00:00:00,2020-03-27 00:00:00,2020-03-26 00:00:00,2020-03-25 00:00:00,2020-03-24 00:00:00,2020-03-23 00:00:00,2020-03-22 00:00:00,2020-03-21 00:00:00,2020-03-20 00:00:00,2020-03-19 00:00:00,2020-03-18 00:00:00,2020-03-17 00:00:00,2020-03-16 00:00:00,2020-03-15 00:00:00,2020-03-14 00:00:00,2020-03-13 00:00:00,2020-03-12 00:00:00,2020-03-11 00:00:00,2020-03-10 00:00:00,2020-03-09 00:00:00,2020-03-08 00:00:00,2020-03-07 00:00:00,2020-03-06 00:00:00,2020-03-05 00:00:00,2020-03-04 00:00:00,2020-03-03 00:00:00,2020-03-02 00:00:00,2020-03-01 00:00:00,2020-02-29 00:00:00,2020-02-28 00:00:00,2020-02-27 00:00:00,2020-02-26 00:00:00,2020-02-25 00:00:00,2020-02-24 00:00:00,2020-02-23 00:00:00,2020-02-22 00:00:00,2020-02-21 00:00:00,2020-02-20 00:00:00,2020-02-19 00:00:00,2020-02-18 00:00:00,2020-02-17 00:00:00,2020-02-16 00:00:00,2020-02-15 00:00:00,2020-02-14 00:00:00,2020-02-13 00:00:00,2020-02-12 00:00:00,2020-02-11 00:00:00,2020-02-10 00:00:00,2020-02-09 00:00:00,2020-02-08 00:00:00,2020-02-07 00:00:00,2020-02-06 00:00:00,2020-02-05 00:00:00,2020-02-04 00:00:00,2020-02-03 00:00:00,2020-02-02 00:00:00,2020-02-01 00:00:00,2020-01-31 00:00:00,2020-01-30 00:00:00,2020-01-29 00:00:00,2020-01-28 00:00:00,2020-01-27 00:00:00,2020-01-26 00:00:00,2020-01-25 00:00:00,2020-01-24 00:00:00,2020-01-23 00:00:00,2020-01-22 00:00:00,2020-01-21 00:00:00,2020-01-20 00:00:00,2020-01-19 00:00:00,2020-01-18 00:00:00,2020-01-17 00:00:00,2020-01-16 00:00:00,2020-01-15 00:00:00,2020-01-14 00:00:00,2020-01-13 00:00:00,2020-01-12 00:00:00,2020-01-11 00:00:00,2020-01-10 00:00:00,2020-01-09 00:00:00,2020-01-08 00:00:00,2020-01-07 00:00:00,2020-01-06 00:00:00,2020-01-05 00:00:00,2020-01-04 00:00:00,2020-01-03 00:00:00,2020-01-02 00:00:00,2020-01-01 00:00:00,2019-12-31 00:00:00,Latitude,Longitude,Population Desity
1,12.0,4,1,4,10,13,6,9,6,8,20,13,38,6,52,7,21,11,7,7,21,11,5,2,10,5,5,9,13,17,17,9,11,5,10,8,9,3,6,3,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.83,14.58,1511.03125
0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,-12.0,4.272163578
1,0.0,0,3,1,0,0,0,0,0,5,1,4,41,5,24,17,31,10,17,15,11,15,18,8,8,13,33,6,6,8,14,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.28,57.55,623.3019704
1043,729.0,511,764,622,578,450,448,385,353,442,375,403,260,396,346,296,253,202,178,132,163,121,101,145,131,132,110,70,38,51,65,48,39,46,25,11,29,12,15,10,5,4,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,-102.0,64.91462641
0,0.0,0,4,0,1,0,0,0,0,1,2,6,3,2,2,4,7,2,4,5,3,3,3,3,1,9,2,4,4,0,5,6,1,2,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.73,7.4,0.0
0,1.0,2,1,0,0,1,0,14,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,4,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,105.0,2.040608667
2,1.0,4,1,4,0,15,5,9,2,9,6,5,3,8,8,19,13,27,30,21,14,18,6,1,9,8,14,6,20,6,7,0,1,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,19.0,46.27100372
168,163.0,191,170,121,281,259,136,125,102,116,97,74,99,91,64,99,102,211,0,54,37,61,77,121,13,70,50,55,36,19,19,10,23,9,10,7,9,10,11,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,-5.0,80.72851893
2,0.0,0,4,1,3,2,1,1,6,1,0,3,0,7,0,0,0,0,0,0,2,0,0,0,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.25,35.0,37.50853531
6,2.0,8,4,13,9,11,0,12,21,10,3,1,5,0,0,1,0,1,0,4,1,1,6,0,3,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,98.0,82.23861548
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,3,0,0,4,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.0,17.0,2.973745582
3,11.0,0,0,1,14,0,0,2,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,84.0,195.9391071
708,729.0,750,1066,1140,1235,1061,734,868,964,1174,1316,1335,1213,969,777,952,1224,904,1026,1083,1019,845,884,1104,1159,1172,1019,852,811,545,573,637,534,409,346,292,278,176,155,190,111,121,61,56,77,60,46,44,10,10,5,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,5.75,511.45791039999995
0,1.0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,-85.0,53.72704836
7,0.0,7,9,12,18,25,14,22,19,38,53,28,68,64,25,69,64,22,24,0,54,0,10,0,0,0,3,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,8.0,17.71765059
91,117.0,38,85,49,51,35,34,30,20,5,13,17,12,22,16,6,22,20,16,23,20,0,34,0,16,16,14,7,4,10,8,10,4,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,8.0,215.06498900000003
84,53.0,45,84,193,0,114,111,78,73,95,76,84,150,147,108,115,130,302,273,270,218,221,124,257,264,425,240,350,195,239,206,184,190,129,115,139,92,170,286,0,132,212,85,23,22,34,27,30,23,8,6,4,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,10.0,14.55491954
106,0.0,242,86,111,50,109,0,97,214,53,62,27,38,0,48,73,21,46,0,21,18,13,12,15,21,22,10,15,18,11,3,4,9,0,15,0,2,2,0,2,0,0,0,2,0,0,0,1,8,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,57.0,15.6041454
0,533.0,798,425,512,456,520,517,272,342,336,250,187,279,250,208,587,827,159,0,0,252,414,99,118,211,0,140,66,104,103,138,151,17,176,115,0,156,1,9,0,1,4,0,10,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,70.0,275.28931869999997
171,163.0,191,194,63,194,265,177,102,72,166,260,222,224,279,149,112,187,128,198,158,136,106,86,88,115,112,86,145,98,32,68,45,63,28,23,17,26,0,7,9,13,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,-80.0,56.18607748
0,5.0,2,4,0,28,0,13,2,12,13,1,4,5,9,2,0,9,8,19,8,0,4,1,5,3,4,11,4,10,5,0,4,5,2,0,2,1,1,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.0,-58.0,17.50835892
1413,1512.0,697,1208,931,998,1016,1172,2784,0,671,951,641,914,1388,393,280,535,151,181,91,258,115,98,181,36,55,22,142,21,32,45,55,29,89,28,31,15,28,5,16,5,6,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0,-76.0,24.99160625
111,140.0,200,172,209,218,207,230,291,284,220,352,0,206,106,104,414,152,76,385,322,227,0,666,343,272,96,71,84,90,82,0,150,0,28,15,45,2,29,47,12,3,16,0,23,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,122.0,357.6883053
313,263.0,306,545,363,461,336,380,268,260,318,401,380,370,357,435,311,475,244,437,392,243,256,193,224,249,168,170,150,152,115,98,111,70,68,49,61,52,21,36,19,18,9,5,6,5,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,20.0,124.0358862
603,516.0,657,521,663,181,750,643,514,349,598,515,1516,815,699,712,452,754,638,852,783,808,1035,446,792,902,724,549,633,302,460,320,260,235,143,194,117,86,76,57,34,19,18,2,9,9,8,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,-8.0,112.2394535
608,518.0,567,440,345,560,392,283,197,252,251,216,136,166,153,225,228,279,376,0,114,54,88,59,44,28,13,12,11,25,7,13,11,10,8,10,3,38,64,17,58,0,238,6,3,3,1,3,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,51.25,239.5931955
468,306.0,190,328,351,360,491,337,246,333,310,523,265,441,344,360,193,251,430,445,278,215,293,192,308,160,263,123,144,186,143,66,59,31,17,43,33,45,26,24,25,19,20,8,2,2,6,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,25.0,84.63984701
3,3.0,0,3,1,5,2,2,7,1,6,2,5,3,5,0,1,2,13,7,0,7,5,0,10,6,4,9,1,4,17,2,0,6,0,4,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,30.0,498.65987029999997
30,35.0,10,17,8,7,21,15,8,11,2,13,15,6,7,11,4,3,12,12,5,15,13,20,12,11,14,6,13,7,12,11,9,11,0,5,4,1,5,2,13,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,-14.0,82.34747832
224,260.0,312,324,304,372,445,408,411,424,250,275,238,201,219,247,292,284,148,305,111,160,159,0,82,202,73,81,54,27,34,39,14,9,32,22,15,2,9,5,17,6,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,21.0,79.83174022
0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58,55.67,210.3521739
1016,1111.0,1426,596,942,623,728,447,334,386,233,390,0,286,142,106,66,120,75,65,49,121,35,0,41,71,138,26,10,49,54,23,47,40,32,47,23,17,12,14,13,9,12,6,10,12,8,13,5,2,2,2,4,4,2,3,2,1,1,0,3,1,1,3,4,2,3,5,9,8,3,2,2,3,7,3,2,4,6,0,0,2,3,3,3,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,103.8,7952.998418000001
13,5.0,5,13,13,36,20,28,8,7,17,28,36,33,36,34,24,20,43,37,56,27,51,33,39,59,55,49,48,38,28,31,42,22,33,11,22,34,38,40,45,39,26,15,0,4,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,15.0,102.6398595
0,49.0,73,29,19,36,0,20,35,0,4,0,9,4,0,1,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,49.0,23.923476899999997
4211,3968.0,4266,4218,3658,5252,5183,5092,3045,3477,4167,4830,4576,5756,6180,5478,4273,6023,7026,7472,8102,7719,9222,6398,6549,8189,7871,8578,7937,6584,4517,3646,4946,2833,3431,2538,1987,1438,2000,1522,1227,864,501,435,615,159,56,113,61,49,37,31,17,32,9,13,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,-4.0,93.52905826
33,15.0,26,0,34,0,0,0,3,10,0,4,1,0,0,2,0,2,3,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,30.0,0.0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,-56.0,3.69225
682,545.0,392,563,606,676,613,482,497,465,332,466,544,722,726,487,376,387,365,612,519,512,407,328,253,401,240,296,238,256,110,160,123,200,122,134,46,89,108,149,155,158,136,78,45,42,24,76,26,11,9,1,1,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,15.0,25.00104343
205,155.0,168,336,325,346,315,583,254,279,400,592,733,785,546,590,552,821,974,1033,1124,962,696,1138,1122,1048,1390,1000,925,774,1044,894,1237,952,878,360,450,0,841,238,267,212,152,116,42,68,55,122,30,20,7,6,6,6,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,8.0,215.5213784
28,19.0,27,32,33,0,28,29,30,34,28,33,45,50,54,111,38,51,191,103,104,120,0,263,143,109,0,91,111,107,106,122,233,154,35,0,0,63,32,0,12,0,11,9,0,0,0,3,0,4,0,0,1,0,2,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,7,0,0,6,0,0,0,5,0,0,0,6,3,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,100.0,135.89720680000002
2,2.0,0,0,1,2,0,4,0,1,0,0,3,3,5,7,14,3,1,1,3,2,0,4,2,3,1,1,5,0,3,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1.17,145.0467733
0,17.0,5,13,2,42,42,33,21,19,22,14,28,20,27,22,21,58,40,0,61,32,50,34,51,0,54,0,59,25,14,15,6,15,10,5,4,2,2,0,3,6,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,9.0,74.44132338
3083,4611.0,4674,3977,3783,4353,4801,4281,4062,4093,4789,5138,4747,4056,4117,3892,3148,3135,3013,2786,2456,2148,2704,1610,1815,1704,2069,1196,561,343,293,289,277,311,168,93,51,29,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,35.0,106.96012890000002
3,2.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,0,3,1,0,11,0,3,16,0,0,5,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,32.0,213.06173450000003
578,467.0,415,261,343,644,301,789,270,325,266,308,311,224,206,143,68,155,109,183,10,245,69,62,107,93,62,43,29,11,26,6,15,0,7,5,9,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,32.0,77.02966735
6,8.0,7,11,9,6,9,10,11,7,12,7,13,7,9,6,4,17,19,12,18,11,6,29,36,21,0,21,28,27,4,23,25,16,15,29,21,21,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.0,-56.0,19.70802765
24,35.0,92,70,45,70,78,137,167,133,69,172,42,27,51,107,55,76,39,37,3,14,24,4,12,29,21,18,10,6,3,13,0,10,0,7,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,64.0,77.46920545
0,0.0,0,0,0,0,1,1,1,3,4,1,2,4,0,6,4,1,1,0,4,6,0,1,5,54,16,5,14,11,5,24,7,2,9,15,0,4,4,4,5,5,4,4,1,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,1,1,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,106.0,308.1252459
